architecture,architecture_label,mu_europe,status,stage1_status,stage2_status,solver,stage1_solver,stage2_solver,solve_time_seconds,stage1_solve_time_seconds,stage2_solve_time_seconds,turnover_constraint_applied,turnover_reference_available,n_scenarios,scenario_source,scenario_seed,portfolio_cvar_limit_mode,cvar_portfolio_benchmark_factor,requested_portfolio_cvar_limit,effective_portfolio_cvar_limit,benchmark_portfolio_cvar_demeaned,cvar_te_limit,expected_return,stage1_expected_return,stage2_expected_return,objective_loss_pct,stage2_bm_distance_objective,portfolio_cvar,portfolio_cvar_demeaned,portfolio_cvar_full,te_cvar,te_cvar_demeaned,te_cvar_full,bm_dist_l2,bm_dist_l1,max_weight,herfindahl,effective_n,turnover,error_message,w_US,w_Europe,w_EM,w_Japan,aw_US,aw_Europe,aw_EM,aw_Japan,stage1_w_US,stage1_w_Europe,stage1_w_EM,stage1_w_Japan,stage1_aw_US,stage1_aw_Europe,stage1_aw_EM,stage1_aw_Japan,adj_abs_change_US,adj_change_US,adj_abs_change_Europe,adj_change_Europe,adj_abs_change_EM,adj_change_EM,adj_abs_change_Japan,adj_change_Japan,adj_l1_change,adj_l2_change,adj_max_jump,instability_score,portfolio_risk_factor,te_cvar_limit,turnover_limit,is_feasible
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.069,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,9.848411,6.6274229,3.2209881,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.07039325037339288,0.07074698529944717,0.07039325037339288,0.004999999993739115,0.0028504922078728266,0.27890445654414403,0.27890445654414403,0.2085112061707511,0.011200101050367731,0.011200101050367731,0.010406850676974864,0.05339000101023437,0.0880391131482405,0.409881942065201,0.3647396285355917,2.741681796450091,0.0880391131482405,,0.409881942065201,0.4062885079605885,0.17784910654833075,0.005980443425879743,0.009881942065200988,0.006288507960588496,0.027849106548330754,-0.04401955657412026,0.42484540034354246,0.35479794980493684,0.2203566498512449,2.7600352247531795e-13,0.024845400343542434,-0.04520205019506318,0.0703566498512449,-0.049999999999724,0.0007850370820952635,0.0007850370820952635,0.0010756529290358863,-0.0010756529290358863,0.0014247649242662141,0.0014247649242662141,0.0011341490773075103,-0.0011341490773075103,0.004419604012704874,0.0022560056877111183,0.0014247649242662141,0.008100374624682206,1.1,0.02,0.4,True
A,Architecture A: Standard Optimization,0.0685,optimal,,,CLARABEL,,,0.8892032,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.07087499996738215,,,,,0.28372709493130144,0.28372709493130144,0.21285209496391932,0.033585580924748254,0.033585580924748254,0.032110580957366096,0.212132030354743,0.39999999201371816,0.4999999972960836,0.3749999979005529,2.6666666815960687,0.39999999201371816,,0.4999999972960836,0.2500000024981615,0.24999999871077716,1.4949810810870967e-09,0.09999999729608355,-0.1499999975018385,0.09999999871077717,-0.04999999850501892,,,,,,,,,2.2529576537699825e-09,2.2529576537699825e-09,2.558483647163712e-09,-2.558483647163712e-09,5.730884933274893e-10,-5.730884933274893e-10,8.786147124926401e-10,8.786147124926401e-10,6.263144506753824e-09,3.5667984238919035e-09,2.558483647163712e-09,1.238842657780944e-08,1.1,0.02,0.4,True
B,Architecture B: Stronger Single-Stage,0.0685,optimal,,,CLARABEL,,,6.9834757,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.07057119299994474,,,,,0.28090681764391795,0.28090681764391795,0.2103356246439732,0.019999985572268623,0.019999985572268623,0.018828792572323894,0.10437043545468959,0.20216258017318212,0.4321670771087017,0.3564360813041829,2.8055521100474645,0.20216258017318212,,0.4321670771087017,0.3489187099078742,0.21891421297789024,5.535626555403767e-12,0.0321670771087017,-0.05108129009212581,0.06891421297789024,-0.049999999994464375,,,,,,,,,0.0073216767651592685,0.0073216767651592685,0.005879239897062627,-0.005879239897062627,0.0014424368733546578,-0.0014424368733546578,5.25962303292845e-12,5.25962303292845e-12,0.014643353540836176,0.009500159817303034,0.0073216767651592685,0.03146519012329848,1.1,0.02,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0685,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,9.9904409,6.9834757,3.0069652,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.07021833703646392,0.07057119299994474,0.07021833703646392,0.00499999997847703,0.00305526321185539,0.2790513895480742,0.2790513895480742,0.20883305251161027,0.011590082371710025,0.011590082371710025,0.010771745335246106,0.05527443542773992,0.09053743262331741,0.41073382313802886,0.36504270066467176,2.7394055494855656,0.09053743262331741,,0.41073382313802886,0.4051335652429403,0.17940132793068958,0.004731283688341306,0.010733823138028842,0.005133565242940286,0.029401327930689586,-0.0452687163116587,0.4321670771087017,0.3489187099078742,0.21891421297789024,5.535626555403767e-12,0.0321670771087017,-0.05108129009212581,0.06891421297789024,-0.049999999994464375,0.0008518810728278536,0.0008518810728278536,0.0011549427176482108,-0.0011549427176482108,0.0015522213823588316,0.0015522213823588316,0.0012491597375384371,-0.0012491597375384371,0.004808204910373333,0.0024554806684293053,0.0015522213823588316,0.00881590696116147,1.1,0.02,0.4,True
A,Architecture A: Standard Optimization,0.068,optimal,,,CLARABEL,,,0.7666847,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.0707499998690049,,,,,0.28372709433353926,0.28372709433353926,0.2129770944645344,0.03358557990479282,0.03358557990479282,0.03203558003578792,0.21213202472390083,0.39999997835424317,0.4999999938233892,0.37499999359944586,2.666666712181719,0.39999997835424317,,0.4999999938233892,0.25000000419837665,0.2499999953537364,6.624505789980817e-09,0.0999999938233892,-0.14999999580162338,0.09999999535373641,-0.04999999337549421,,,,,,,,,3.4726943543006428e-09,-3.4726943543006428e-09,1.7002151353473494e-09,1.7002151353473494e-09,3.3570407564909033e-09,-3.3570407564909033e-09,5.12952470889372e-09,5.12952470889372e-09,1.3659474955032615e-08,7.247902038848758e-09,5.12952470889372e-09,2.6036901702775092e-08,1.1,0.02,0.4,True
B,Architecture B: Stronger Single-Stage,0.068,optimal,,,CLARABEL,,,6.4199376,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.07039799822078567,,,,,0.28093234639613607,0.28093234639613607,0.2105343481753504,0.019999994376192896,0.019999994376192896,0.018801996155407227,0.10769804189026214,0.21129556362326812,0.4383072503595838,0.3579286024957027,2.793853279752925,0.21129556362326812,,0.4383072503595838,0.34435221818083905,0.2173405314520503,7.526897600336722e-12,0.03830725035958377,-0.05564778181916097,0.0673405314520503,-0.04999999999247311,,,,,,,,,0.006140173250882064,0.006140173250882064,0.00456649172703516,-0.00456649172703516,0.0015736815258399484,-0.0015736815258399484,1.9912710449329546e-12,1.9912710449329546e-12,0.012280346505748444,0.007812237054051683,0.006140173250882064,0.02623275681068219,1.1,0.02,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.068,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,9.5483014,6.4199376,3.1283638,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.07004600823006432,0.07039799822078567,0.07004600823006432,0.004999999994565482,0.003283164795121693,0.27920605277655897,0.27920605277655897,0.20916004454649467,0.01200420036795825,0.01200420036795825,0.011158192137893944,0.05729890745137898,0.0931385211148971,0.41164231611869484,0.36535856071533007,2.7370372765923836,0.0931385211148971,,0.41164231611869484,0.40388077149874246,0.18104617294001132,0.003430739442551507,0.011642316118694818,0.0038807714987424413,0.03104617294001133,-0.0465692605574485,0.4383072503595838,0.34435221818083905,0.2173405314520503,7.526897600336722e-12,0.03830725035958377,-0.05564778181916097,0.0673405314520503,-0.04999999999247311,0.0009084929806659758,0.0009084929806659758,0.0012527937441978443,-0.0012527937441978443,0.0016448450093217437,0.0016448450093217437,0.001300544245789799,-0.001300544245789799,0.005106675979975363,0.002606104775592917,0.0016448450093217437,0.009357625764890024,1.1,0.02,0.4,True
A,Architecture A: Standard Optimization,0.0675,optimal,,,CLARABEL,,,0.8029319,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.07062499984043497,,,,,0.2837270941009436,0.2837270941009436,0.21310209426050863,0.033585579114717684,0.033585579114717684,0.03196057927428272,0.21213201666475573,0.3999999640423136,0.4999999863989122,0.3749999894902667,2.6666667414025502,0.3999999640423136,,0.4999999863989122,0.25000001056045856,0.24999999562224964,7.4183896858387796e-09,0.09999998639891217,-0.14999998943954146,0.09999999562224965,-0.049999992581610316,,,,,,,,,7.4244770331688414e-09,-7.4244770331688414e-09,6.3620819168441756e-09,6.3620819168441756e-09,2.685132394208978e-10,2.685132394208978e-10,7.938838958579623e-10,7.938838958579623e-10,1.4848956085291877e-08,9.81332240031551e-09,7.4244770331688414e-09,3.208675551877623e-08,1.1,0.02,0.4,True
B,Architecture B: Stronger Single-Stage,0.0675,optimal,,,CLARABEL,,,6.3452642,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.07022683266770681,,,,,0.28095248374855697,0.28095248374855697,0.21072565108085012,0.019999964767936935,0.019999964767936935,0.01877313210023012,0.11071674213387998,0.21885560088793035,0.443775167035354,0.3594318802594288,2.7821683465535263,0.21885560088793035,,0.443775167035354,0.34057219952031065,0.2156526334086142,3.5727234926790667e-11,0.043775167035354,-0.059427800479689374,0.06565263340861421,-0.04999999996427277,,,,,,,,,0.005467916675770235,0.005467916675770235,0.003780018660528406,-0.003780018660528406,0.0016878980434360813,-0.0016878980434360813,2.8200337326453945e-11,2.8200337326453945e-11,0.01093583340793506,0.0068582544172802835,0.005467916675770235,0.02326200450098558,1.1,0.02,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0675,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,9.795281899999999,6.3452642,3.4500177,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06987569850520525,0.07022683266770681,0.06987569850520525,0.004999999988081803,0.003530810345985515,0.27936384048912194,0.27936384048912194,0.2094881419839167,0.01243251878602105,0.01243251878602105,0.011556820280815807,0.05942062222819208,0.09575983930668372,0.41259998670582543,0.365666784585064,2.7347302028942497,0.09575983930668372,,0.41259998670582543,0.40251999391099486,0.18275993903652157,0.002120080346658097,0.012599986705825406,0.0025199939109948333,0.03275993903652158,-0.04787991965334191,0.443775167035354,0.34057219952031065,0.2156526334086142,3.5727234926790667e-11,0.043775167035354,-0.059427800479689374,0.06565263340861421,-0.04999999996427277,0.000957670587130588,0.000957670587130588,0.001360777587747608,-0.001360777587747608,0.0017137660965102497,0.0017137660965102497,0.00131065909589341,-0.00131065909589341,0.005342873367281856,0.002724641278401132,0.0017137660965102497,0.009781280742193237,1.1,0.02,0.4,True
A,Architecture A: Standard Optimization,0.067,optimal,,,CLARABEL,,,0.7409884,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.07049999986780033,,,,,0.28372709435594984,0.28372709435594984,0.21322709448814953,0.03358558003906184,0.03358558003906184,0.031885580171261516,0.21213202555606786,0.3999999796844807,0.4999999940428232,0.3749999936579147,2.6666667117659406,0.3999999796844807,,0.4999999940428232,0.25000000343076184,0.24999999579942092,6.727001586498006e-09,0.09999999404282317,-0.14999999656923818,0.09999999579942093,-0.049999993272998415,,,,,,,,,7.643911004162618e-09,7.643911004162618e-09,7.129696721897005e-09,-7.129696721897005e-09,1.7717127764882434e-10,1.7717127764882434e-10,6.913880993407733e-10,-6.913880993407733e-10,1.564216710304922e-08,1.0477182729690317e-08,7.643911004162618e-09,3.3763260836902155e-08,1.1,0.02,0.4,True
B,Architecture B: Stronger Single-Stage,0.067,optimal,,,CLARABEL,,,6.1344045,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.07005755072816201,,,,,0.280973243110445,0.280973243110445,0.21091569238228297,0.019999998128854363,0.019999998128854363,0.01874244740069234,0.11396805049643954,0.22630062009200716,0.44953035043845396,0.36117873672937817,2.7687122698733897,0.22630062009200716,,0.44953035043845396,0.33684968995284464,0.21361995960755026,1.1524247023828708e-12,0.04953035043845394,-0.06315031004715538,0.06361995960755026,-0.04999999999884758,,,,,,,,,0.005755183403099939,0.005755183403099939,0.0037225095674660036,-0.0037225095674660036,0.00203267380106395,-0.00203267380106395,3.4574810224407794e-11,-3.4574810224407794e-11,0.011510366806204703,0.0071491940989684075,0.005755183403099939,0.024414744308273048,1.1,0.02,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.067,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,9.0826278,6.1344045,2.9482233,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06970726297459925,0.07005755072816201,0.06970726297459925,0.004999999998885894,0.00379758295307362,0.27952435530482644,0.27952435530482644,0.20981709233022722,0.012870979164481468,0.012870979164481468,0.011963716189882224,0.06162453207184311,0.09836530603722524,0.4136037159480283,0.3659591906578633,2.7325451184935643,0.09836530603722524,,0.4136037159480283,0.4010464382541061,0.18453249881647812,0.0008173469813872251,0.013603715948028283,0.0010464382541060524,0.03453249881647813,-0.04918265301861278,0.44953035043845396,0.33684968995284464,0.21361995960755026,1.1524247023828708e-12,0.04953035043845394,-0.06315031004715538,0.06361995960755026,-0.04999999999884758,0.0010037292422028776,0.0010037292422028776,0.0014735556568887809,-0.0014735556568887809,0.0017725597799565507,0.0017725597799565507,0.001302733365270872,-0.001302733365270872,0.005552578044319081,0.0028315933783139976,0.0017725597799565507,0.01015673120258963,1.1,0.02,0.4,True
A,Architecture A: Standard Optimization,0.0665,optimal,,,CLARABEL,,,0.941628,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.07037499998564208,,,,,0.283727095080867,0.283727095080867,0.21335209509522496,0.03358558136099151,0.03358558136099151,0.03181058137534945,0.21213203368138184,0.3999999982422531,0.4999999996153035,0.3749999994245629,2.666666670758664,0.3999999982422531,,0.4999999996153035,0.2500000001126954,0.24999999950582344,7.661784427444407e-10,0.09999999961530348,-0.1499999998873046,0.09999999950582344,-0.04999999923382156,,,,,,,,,5.5724803105228204e-09,5.5724803105228204e-09,3.3180664327225884e-09,-3.3180664327225884e-09,3.706402518233176e-09,3.706402518233176e-09,5.960823143753566e-09,-5.960823143753566e-09,1.855777240523215e-08,9.556721919225141e-09,5.960823143753566e-09,3.407531746821085e-08,1.1,0.02,0.4,True
B,Architecture B: Stronger Single-Stage,0.0665,optimal,,,CLARABEL,,,6.4567805,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06988974322125388,,,,,0.28098500925071207,0.28098500925071207,0.2110952660294582,0.01999999608290419,0.01999999608290419,0.018710252861650317,0.11632244007218787,0.23128916893114432,0.4536471493326656,0.3625321924954389,2.7583757269020497,0.23128916893114432,,0.4536471493326656,0.3343554155309191,0.21199743513290803,3.510239679179743e-12,0.05364714933266557,-0.06564458446908095,0.061997435132908035,-0.04999999999648976,,,,,,,,,0.004116798894211626,0.004116798894211626,0.0024942744219255686,-0.0024942744219255686,0.0016225244746422285,-0.0016225244746422285,2.3578149767968722e-12,2.3578149767968722e-12,0.008233597793137239,0.005079569243357869,0.004116798894211626,0.017429965930706733,1.1,0.02,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0665,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,9.433664799999999,6.4567805,2.9768843,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06954029450534134,0.06988974322125388,0.06954029450534134,0.004999999997228068,0.004081888772462865,0.2796640970902652,0.2796640970902652,0.21012380258492386,0.013332562593885086,0.013332562593885086,0.012392268088543757,0.06388966091992401,0.10289560432258324,0.41440236231838745,0.36555916876349875,2.7355352715744834,0.10289560432258324,,0.41440236231838745,0.3985521977136912,0.1870454398429041,1.2501709020522595e-10,0.01440236231838743,-0.001447802286308808,0.03704543984290409,-0.049999999874982916,0.4536471493326656,0.3343554155309191,0.21199743513290803,3.510239679179743e-12,0.05364714933266557,-0.06564458446908095,0.061997435132908035,-0.04999999999648976,0.0007986463703591462,0.0007986463703591462,0.0024942405404148604,-0.0024942405404148604,0.0025129410264259633,0.0025129410264259633,0.0008173468563701349,-0.0008173468563701349,0.0066231747935701045,0.003720483891142356,0.0025129410264259633,0.012856599711138424,1.1,0.02,0.4,True
A,Architecture A: Standard Optimization,0.066,optimal,,,CLARABEL,,,0.7127846,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.07024999998805613,,,,,0.28372709509502503,0.28372709509502503,0.2134770951069689,0.033585581356541765,0.033585581356541765,0.03173558136848564,0.21213203353541327,0.3999999981618734,0.4999999995090632,0.37499999947602874,2.6666666703926847,0.3999999981618734,,0.4999999995090632,0.25000000036205694,0.24999999957187416,5.570070098337761e-10,0.09999999950906319,-0.14999999963794308,0.09999999957187417,-0.04999999944299299,,,,,,,,,1.0624029433969895e-10,-1.0624029433969895e-10,2.493615314236308e-10,2.493615314236308e-10,6.605072044862936e-11,6.605072044862936e-11,2.091714329106646e-10,-2.091714329106646e-10,6.308239791226237e-10,3.48688341521491e-10,2.493615314236308e-10,1.2288738520677457e-09,1.1,0.02,0.4,True
B,Architecture B: Stronger Single-Stage,0.066,optimal,,,CLARABEL,,,7.3004891,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.0697230708943798,,,,,0.28099083433796435,0.28099083433796435,0.21126776344358453,0.019999984698358664,0.019999984698358664,0.01867691380397886,0.11819693470355502,0.235034501531671,0.4569168724503995,0.363670326199001,2.7497431821060876,0.235034501531671,,0.4569168724503995,0.3324827492104534,0.2106003783154368,2.371193648581154e-11,0.0569168724503995,-0.06751725078954662,0.0606003783154368,-0.04999999997628807,,,,,,,,,0.003269723117733936,0.003269723117733936,0.0018726663204656768,-0.0018726663204656768,0.0013970568174712372,-0.0013970568174712372,2.0201696806631797e-11,2.0201696806631797e-11,0.006539446275872547,0.004018673433571463,0.003269723117733936,0.013827842827177946,1.1,0.02,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.066,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,10.9154604,7.3004891,3.6149713,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06937445553989102,0.0697230708943798,0.06937445553989102,0.005000000000242145,0.004395043558898651,0.27976226632361756,0.27976226632361756,0.21038781078372654,0.013821691840065034,0.013821691840065034,0.012847236300174016,0.06629512469932197,0.11094954210773722,0.41496347991161375,0.3641393979856285,2.7462010579790848,0.11094954210773722,,0.41496347991161375,0.3945252289430798,0.19051129114223822,3.0349788247825062e-12,0.01496347991161373,-0.005474771056920236,0.040511291142238226,-0.04999999999696502,0.4569168724503995,0.3324827492104534,0.2106003783154368,2.371193648581154e-11,0.0569168724503995,-0.06751725078954662,0.0606003783154368,-0.04999999997628807,0.0005611175932263013,0.0005611175932263013,0.004026968770611428,-0.004026968770611428,0.003465851299334133,0.003465851299334133,1.2198211138044343e-10,-1.2198211138044343e-10,0.008053937785153974,0.00534260757140218,0.004026968770611428,0.017423514127167583,1.1,0.02,0.4,True
A,Architecture A: Standard Optimization,0.0655,optimal,,,CLARABEL,,,0.6579425,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.07012499990040326,,,,,0.2837270945800242,0.2837270945800242,0.21360209467962094,0.03358558036573465,0.03358558036573465,0.03166058046533139,0.21213202741404297,0.3999999845126663,0.4999999954768975,0.37499999542188706,2.666666699222137,0.3999999845126663,,0.4999999954768975,0.2500000031105402,0.24999999677943885,4.633129809716317e-09,0.09999999547689747,-0.1499999968894598,0.09999999677943885,-0.04999999536687019,,,,,,,,,4.032165712430924e-09,-4.032165712430924e-09,2.7484832743063237e-09,2.7484832743063237e-09,2.792435310761121e-09,-2.792435310761121e-09,4.07612279988254e-09,4.07612279988254e-09,1.3649207097380908e-08,6.9444216955879795e-09,4.07612279988254e-09,2.4669751592851428e-08,1.1,0.02,0.4,True
B,Architecture B: Stronger Single-Stage,0.0655,optimal,,,CLARABEL,,,8.1594611,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06955735065284775,,,,,0.2809942356761849,0.2809942356761849,0.21143688502333716,0.01999996729664947,0.01999996729664947,0.018642616643801728,0.12023006006473905,0.23887454663792268,0.4604606883701144,0.3649669747466267,2.7399739406400707,0.23887454663792268,,0.4604606883701144,0.33056272650658075,0.20897658494884688,1.7445784653393947e-10,0.06046068837011437,-0.06943727349341927,0.05897658494884689,-0.04999999982554216,,,,,,,,,0.0035438159197148655,0.0035438159197148655,0.001920022703872648,-0.001920022703872648,0.0016237933665899096,-0.0016237933665899096,1.5074591004812793e-10,1.5074591004812793e-10,0.007087632140923333,0.004345322008044095,0.0035438159197148655,0.014976770068682293,1.1,0.02,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.0655,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,11.8111463,8.1594611,3.6516852,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06920956389945826,0.06955735065284775,0.06920956389945826,0.005000000001800725,0.004730753201192834,0.2798546693021797,0.2798546693021797,0.21064510540272147,0.014298258811868634,0.014298258811868634,0.013288694912410384,0.06878047107422887,0.11858147624548437,0.415739622529032,0.36295519540016224,2.7551610024413304,0.11858147624548437,,0.415739622529032,0.39070926187129285,0.19355111559371013,5.964930869399167e-12,0.015739622529031994,-0.009290738128707177,0.04355111559371014,-0.04999999999403507,0.4604606883701144,0.33056272650658075,0.20897658494884688,1.7445784653393947e-10,0.06046068837011437,-0.06943727349341927,0.05897658494884689,-0.04999999982554216,0.0007761426174182628,0.0007761426174182628,0.003815967071786941,-0.003815967071786941,0.003039824451471912,0.003039824451471912,2.9299520446166605e-12,2.9299520446166605e-12,0.007631934143607068,0.004940094609549657,0.003815967071786941,0.016387995824943664,1.1,0.02,0.4,True
A,Architecture A: Standard Optimization,0.065,optimal,,,CLARABEL,,,0.7875533,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06999999999120633,,,,,0.28372709511480354,0.28372709511480354,0.21372709512359722,0.033585581407861505,0.033585581407861505,0.03158558141665517,0.21213203380478257,0.39999999871159514,0.49999999958779406,0.3749999995732608,2.6666666697012564,0.39999999871159514,,0.49999999958779406,0.2500000002029295,0.24999999976800397,4.412733738967559e-10,0.09999999958779404,-0.14999999979707052,0.09999999976800397,-0.04999999955872663,,,,,,,,,4.1108965675995535e-09,4.1108965675995535e-09,2.907610707758579e-09,-2.907610707758579e-09,2.9885651176009276e-09,2.9885651176009276e-09,4.191856435819561e-09,-4.191856435819561e-09,1.419892882877862e-08,7.201170214488549e-09,4.191856435819561e-09,2.559195547908673e-08,1.1,0.02,0.4,True
B,Architecture B: Stronger Single-Stage,0.065,optimal,,,CLARABEL,,,6.6150283,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06939239873249867,,,,,0.2809946474529686,0.2809946474529686,0.21160224872046993,0.0199999726363502,0.0199999726363502,0.018607573903851534,0.12206066699851634,0.24213542225260665,0.46365567550659925,0.3661927885320293,2.730802001887414,0.24213542225260665,,0.46365567550659925,0.3289322887504918,0.20741203561970928,1.2321008383237108e-10,0.06365567550659923,-0.07106771124950823,0.057412035619709284,-0.04999999987678992,,,,,,,,,0.0031949871364848614,0.0031949871364848614,0.0016304377560889538,-0.0016304377560889538,0.0015645493291376045,-0.0015645493291376045,5.1247762701568394e-11,-5.1247762701568394e-11,0.006389974272959183,0.003913321438636117,0.0031949871364848614,0.013498282848080162,1.1,0.02,0.4,True
C,Architecture C: Stronger Single-Stage + Lexicographic Stage 2,0.065,optimal,optimal,optimal,CLARABEL,CLARABEL,CLARABEL,10.0153126,6.6150283,3.4002843,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06904543673882704,0.06939239873249867,0.06904543673882704,0.00500000000013158,0.005078990666336193,0.27994258135156397,0.27994258135156397,0.21089714461273695,0.0147576464771396,0.0147576464771396,0.01371220973831256,0.07126703772668114,0.1257540147749759,0.4166666670086201,0.3619738204766324,2.7626307302645277,0.1257540147749759,,0.4166666670086201,0.3871229926121305,0.19621034037886076,3.744805446020342e-13,0.016666667008620073,-0.01287700738786951,0.046210340378860765,-0.049999999999625525,0.46365567550659925,0.3289322887504918,0.20741203561970928,1.2321008383237108e-10,0.06365567550659923,-0.07106771124950823,0.057412035619709284,-0.04999999987678992,0.0009270444795880795,0.0009270444795880795,0.0035862692591623335,-0.0035862692591623335,0.0026592247851506268,0.0026592247851506268,5.590450324797132e-12,-5.590450324797132e-12,0.00717253852949149,0.004559848147066619,0.0035862692591623335,0.015318655935720443,1.1,0.02,0.4,True
A,Architecture A: Standard Optimization,0.0645,optimal,,,CLARABEL,,,0.715806,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.06987499999446495,,,,,0.2837270951356429,0.2837270951356429,0.21385209514117803,0.03358558142088622,0.03358558142088622,0.031510581426421276,0.21213203389130264,0.39999999905687117,0.4999999997496257,0.3749999997782056,2.6666666682438716,0.39999999905687117,,0.4999999997496257,0.2500000002783496,0.24999999977881013,1.9321509207932943e-10,0.0999999997496257,-0.1499999997216504,0.09999999977881013,-0.04999999980678491,,,,,,,,,1.6183165918448594e-10,1.6183165918448594e-10,7.542011459804598e-11,7.542011459804598e-11,1.0806161521159652e-11,1.0806161521159652e-11,2.4805828181742645e-10,-2.4805828181742645e-10,4.961162171211181e-10,3.058224385250715e-10,2.4805828181742645e-10,1.049996937463616e-09,1.1,0.02,0.4,True
B,Architecture B: Stronger Single-Stage,0.0645,optimal,,,CLARABEL,,,6.5531899,,,True,True,10000,excel_workbook,,benchmark_factor,1.1,0.25,0.3022829177316039,0.27480265248327623,0.02,0.0692282417544563,,,,,0.2809932754794828,0.2809932754794828,0.21176503372502647,0.019999969732606253,0.019999969732606253,0.018571727978149953,0.12343586624189794,0.2444650157549326,0.46603991557317587,0.3671401168939161,2.723755737891609,0.2444650157549326,,0.46603991557317587,0.3277674920813532,0.2061925923042904,4.118048514400279e-11,0.06603991557317584,-0.07223250791864683,0.05619259230429041,-0.04999999995881952,,,,,,,,,0.002384240066576615,0.002384240066576615,0.0011647966691386014,-0.0011647966691386014,0.0012194433154188722,-0.0012194433154188722,8.20295986883683e-11,-8.20295986883683e-11,0.004768480133163687,0.0029203414141201743,0.002384240066576615,0.010073061613860476,1.1,0.02,0.4,True
